product_name,product_link,product_price(₹),product_ratings(out of 5),product_description,sub-category,Category,product_ids,comment_ids
Chocolate Pop – Gift Inside Chocolate,https://www.bookthesurprise.com/surprise/chocolate-pop-gift-inside-chocolate/,999.0,5.0,no description,chocolatey-tweets,Surprise-Gifts,17433,comment-10378
Quirky Chocolate Box,https://www.bookthesurprise.com/surprise/quirky-chocolate-box/,999.0,5.0,no description,chocolatey-tweets,Surprise-Gifts,18893,comment-17863
Being NICE Santa’s Certificate,https://www.bookthesurprise.com/surprise/being-nice-santae28099s-certificate/,299.0,5.0,A cute certificate from santa saying that your loved one has been nice this year,christmas-gifts,Surprise-Gifts,17159,comment-10073
Personalized Letters from Santa,https://www.bookthesurprise.com/surprise/personalized-letters-from-santa/,299.0,5.0,Funny letters for your loved one wishing them a merry christmas,christmas-gifts,Surprise-Gifts,17167,comment-10074
Mug from Santa Claus!,https://www.bookthesurprise.com/surprise/mug-from-santa-claus/,399.0,5.0,Personalised christmas themed mug for your loved ones,christmas-gifts,Surprise-Gifts,17147,comment-10071
Christmas Cheer Mug,https://www.bookthesurprise.com/surprise/christmas-cheer-mug/,499.0,5.0,Christmas themed mug that can be personalised with your loved one’s image,christmas-gifts,Surprise-Gifts,17151,comment-10072
SANTA’S SECRET WALLET,https://www.bookthesurprise.com/surprise/santae28099s-secret-wallet/,899.0,5.0,"A gift hamper containing cute christmas story, a personalised fridge magnet and treats",christmas-gifts,Surprise-Gifts,17155,comment-10090
Frame With Santa,https://www.bookthesurprise.com/surprise/frame-with-santa/,999.0,5.0,Photo frames designed in a christmas theme that your dear one will love,christmas-gifts,Surprise-Gifts,17171,comment-17928
Merry Christmas Throw Pillow,https://www.bookthesurprise.com/surprise/merry-christmas-throw-pillow/,999.0,5.0,Spread joy this festive season with these christmas cushions for dear ones,christmas-gifts,Surprise-Gifts,17175,comment-10107
Red Reindeer Christmas Cushion,https://www.bookthesurprise.com/surprise/red-reindeer-christmas-cushion/,999.0,5.0,Soft and comfy cushion with a reindeer design for christmas,christmas-gifts,Surprise-Gifts,17181,comment-10178
Holly Jolly Christmas Frame,https://www.bookthesurprise.com/surprise/holly-jolly-christmas-frame/,1099.0,5.0,Personalised christmas frames for your near and dear loved ones,christmas-gifts,Surprise-Gifts,17178,comment-10177
Holly Jolly Christmas Gift Box,https://www.bookthesurprise.com/surprise/holly-jolly-christmas-gift-box/,1399.0,5.0,Cute christmas gift box containing treats and goodies for your loved one,christmas-gifts,Surprise-Gifts,17162,comment-10075
BTS 6 Peppermint Cupcakes,https://www.bookthesurprise.com/bts-6-peppermint-cupcakes/,599.0,5.0,Cute set of peppermint flavoured chocolate cupcakes with vanilla butter and choco chips,cupcakes-online,Cup-Cakes,22505,comment-17470
BTS 6 Bourbon Chocolate Cupcakes,https://www.bookthesurprise.com/bts-6-bourbon-chocolate-cupcakes/,599.0,5.0,Chocolate bourbon cupcakes with chocolate butter frosting filled with choco chips,cupcakes-online,Cup-Cakes,22507,comment-17471
BTS 6 Cheery Chocolate Cupcakes,https://www.bookthesurprise.com/bts-6-cheery-chocolate-cupcakes/,599.0,5.0,Chocolate cupcakes with vanilla butter frosting and a cherry on top,cupcakes-online,Cup-Cakes,22509,comment-17472
BTS 6 Raspberry Chocolate Cupcakes,https://www.bookthesurprise.com/bts-6-raspberry-chocolate-cupcakes/,599.0,5.0,Chocolate cupcake with raspberry filling inside and a raspberry buttercream on top,cupcakes-online,Cup-Cakes,22512,comment-17473
BTS 6 Cookie & Cream Cupcakes,https://www.bookthesurprise.com/bts-6-cookie-cream-cupcakes/,599.0,5.0,Delicious cupcake creamy butter and a cookie on top,cupcakes-online,Cup-Cakes,22514,comment-17474
BTS 6 Fantasy Cupcakes,https://www.bookthesurprise.com/bts-6-fantasy-cupcakes/,599.0,5.0,Cupcakes with loads of creamy frosting with pink sprinkles,cupcakes-online,Cup-Cakes,22516,comment-17475
BTS 6 Pink Chocolate Star Cupcakes,https://www.bookthesurprise.com/bts-6-pink-chocolate-star-cupcakes/,649.0,5.0,Yummy chocolate cupcakes with pink cream with star shaped sprinkles,cupcakes-online,Cup-Cakes,22518,comment-17476
BTS 6 T-shirt Cupcakes,https://www.bookthesurprise.com/bts-6-t-shirt-cupcakes/,699.0,5.0,A delicious blue coloured cupcakes with a cute shirt design on top,cupcakes-online,Cup-Cakes,22520,comment-17477
BTS 6 Ferrero Rocher Cupcakes,https://www.bookthesurprise.com/surprise/bts-6-ferrero-rocher-cupcakes/,699.0,5.0,Chocolate cupcakes with delicious chocolate frosting and ferrero rocher on top,cupcakes-online,Cup-Cakes,22522,comment-17478
BTS 6 Special Football Cupcakes,https://www.bookthesurprise.com/surprise/bts-6-special-football-cupcakes/,699.0,5.0,Delicious football theme cupcakes for die hard football fans,cupcakes-online,Cup-Cakes,22524,comment-17479
BTS 6 Valentine Cupcakes,https://www.bookthesurprise.com/bts-6-valentine-cupcakes/,699.0,5.0,Cute looking cupcakes for that your special someone will enjoy eating,cupcakes-online,Cup-Cakes,22526,comment-17480
BTS The 6 Biker Set Cupcakes,https://www.bookthesurprise.com/bts-the-6-biker-set-cupcakes/,699.0,5.0,Cupcakes with the frosting shaped like a helmet for your biker buddies,cupcakes-online,Cup-Cakes,22529,comment-17481
BTS 6 Falling Santa Cupcakes,https://www.bookthesurprise.com/bts-6-falling-santa-cupcakes/,699.0,5.0,Hilarious cupcakes with santa jumping into a chimney,cupcakes-online,Cup-Cakes,22533,comment-17482
BTS 6 Customized Message Cupcakes,https://www.bookthesurprise.com/bts-6-customized-message-cupcakes/,699.0,5.0,Delicious cupcakes where you can add a custom message on top,cupcakes-online,Cup-Cakes,22535,comment-17483
BTS 6 Moustache & Tie Cupcakes,https://www.bookthesurprise.com/bts-6-moustache-tie-cupcakes/,699.0,5.0,Yummy cupcakes with tie and mustache design on the top,cupcakes-online,Cup-Cakes,22537,comment-17484
BTS 6 Angry Birds Cupcakes,https://www.bookthesurprise.com/bts-6-angry-birds-cupcakes/,699.0,5.0,Delicious cupcakes with angry birds design that anyone will love,cupcakes-online,Cup-Cakes,22539,comment-17485
BTS 6 No.1 Dad Cupcakes,https://www.bookthesurprise.com/bts-6-no-1-dad-cupcakes/,699.0,5.0,Sweetest Way to Say Your Dad That He Is The Number-1 of All!,cupcakes-online,Cup-Cakes,22541,comment-17486
BTS 6 I LoveYou MOM Cupcakes,https://www.bookthesurprise.com/bts-6-i-loveyou-mom-cupcakes/,799.0,5.0,Tasty cupcakes with I love your mom written on top of it,cupcakes-online,Cup-Cakes,22550,comment-17487
BTS Christmas Snowman Cupcakes,https://www.bookthesurprise.com/surprise/bts-christmas-snowman-cupcakes/,799.0,5.0,Christmas theme cupcakes with a cute snowman on top,cupcakes-online,Cup-Cakes,22552,comment-17488
BTS 6 I Love You DAD Cupcakes,https://www.bookthesurprise.com/bts-6-i-love-you-dad-cupcakes/,799.0,5.0,Tasty cupcakes with I love your dad written on top of it,cupcakes-online,Cup-Cakes,22556,comment-17489
BTS 6 MOM Cupcakes,https://www.bookthesurprise.com/bts-6-mom-cupcakes/,899.0,5.0,Send your love to your mom with these delicious cupcakes with ”I love you” mom written on it.,cupcakes-online,Cup-Cakes,22558,comment-17490
BTS 6 Love Express Cupcakes,https://www.bookthesurprise.com/bts-6-love-express-cupcakes/,999.0,5.0,Chocolate cupcakes with heart shaped sprinkles for your loved one,cupcakes-online,Cup-Cakes,22560,comment-14948
BTS 6 Special Girlie Cupcakes,https://www.bookthesurprise.com/surprise/bts-6-special-girlie-cupcakes/,1399.0,5.0,Delicious and adorable looking cupcakes for girls,cupcakes-online,Cup-Cakes,19042,comment-17491
Diwali Greeting Card,https://www.bookthesurprise.com/surprise/diwali-greeting-card-for-anyone/,199.0,5.0,Happy Diwali greeting for sending your love and wishes to anyone you know,diwali-gifts,Party-Surprises,19072,comment-17902
Funny Diwali Greeting Card,https://www.bookthesurprise.com/surprise/funny-diwali-greeting-card/,199.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Party-Surprises,19026,comment-17903
The Smart and Silver Gift – QR Code Gift!,https://www.bookthesurprise.com/surprise/the-smart-silver-gift-qr-code-gift/,399.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,19031,comment-17904
Dazzling Diwali Mug,https://www.bookthesurprise.com/surprise/dazzling-diwali-mug/,499.0,5.0,Diwali themed coffee mug for wishing your loved ones a very happy Diwali,diwali-gifts,Surprise-Gifts,19032,comment-17907
Happy Diwali Coffee Mug,https://www.bookthesurprise.com/surprise/happy-diwali-coffee-mug/,499.0,5.0,Send your Diwali wishes to your loved one’s with this “happy Diwali mug”,diwali-gifts,Surprise-Gifts,19054,comment-17908
Gleaming Diwali Fridge Magnet,https://www.bookthesurprise.com/surprise/gleaming-diwali-fridge-magnet/,499.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,19055,comment-17909
Happy Diwali Fridge Magnet,https://www.bookthesurprise.com/surprise/happy-diwali-fridge-magnet/,499.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,19064,comment-17906
Diwali Chocolates – Gift Jar,https://www.bookthesurprise.com/surprise/diwali-chocolates-gift-jar/,499.0,5.0,A gift jar filled with assorted Diwali chocolates that anyone will enjoy eating,diwali-gifts,Surprise-Gifts,19046,comment-17910
Diwali Greeting Card with Dry Fruits,https://www.bookthesurprise.com/surprise/diwali-greeting-card-with-dry-fruits/,699.0,5.0,Happy Diwali greeting cards along with a cute basket filled with dry fruits and nuts for your loved ones,diwali-gifts,Surprise-Gifts,19066,comment-17905
Chocolate Egg Surprise With Crackers,https://www.bookthesurprise.com/surprise/chocolate-egg-surprise-with-crackers/,699.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,19053,comment-17913
Eco-Friendly Diwali Gift,https://www.bookthesurprise.com/surprise/eco-friendly-diwali-gift/,799.0,5.0,Celebrate an eco-friendly Diwali by sending your loved ones a plant with a cute note,diwali-gifts,Surprise-Gifts,19059,comment-17914
Diwali Chocolate Pathakas,https://www.bookthesurprise.com/surprise/diwali-chocolate-pathakas/,899.0,5.0,This Diwali gift is a box filled with yummy chocolates shaped like cute pathakas,diwali-gifts,Surprise-Gifts,19033,comment-17915
Sparkling Diwali Photo Frame,https://www.bookthesurprise.com/surprise/sparkling-diwali-photo-frame/,999.0,5.0,"A beautiful, sparkling Diwali photo frame that you can gift your loved ones on this special day",diwali-gifts,Surprise-Gifts,19037,comment-17912
Happy Diwali Frame,https://www.bookthesurprise.com/surprise/happy-diwali-frame/,999.0,5.0,Gift your loved ones these amazing customised diwali frames this festive season,diwali-gifts,Surprise-Gifts,19056,comment-17911
Diwali Chocolate Blast!,https://www.bookthesurprise.com/surprise/diwali-chocolate-blast/,999.0,5.0,A box full of delicious chocolates that are shaped like cute pathakas,diwali-gifts,Surprise-Gifts,19069,comment-17916
Celebrate Green Diwali,https://www.bookthesurprise.com/surprise/celebrate-green-diwali/,999.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,19070,comment-17917
Sweet & Sparkling Diwali Gift!,https://www.bookthesurprise.com/surprise/sweet-sparkling-diwali-gift/,999.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,19071,comment-17918
Diwali Coffee Mug – Combo Gift!,https://www.bookthesurprise.com/surprise/diwali-coffee-mug-combo-gift/,999.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,19062,comment-17919
Chocolate Crackers – Wooden Crate,https://www.bookthesurprise.com/surprise/chocolate-crackers-wooden-crate/,1099.0,5.0,Chocolate crackers designed in a Diwali theme presented in a lovely wooden box,diwali-gifts,Surprise-Gifts,19040,comment-17921
Exciting Diwali Gift Hamper,https://www.bookthesurprise.com/surprise/exciting-diwali-gift-hamper/,1299.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,19041,comment-17920
Gorgeous Diwali Gift Casket,https://www.bookthesurprise.com/surprise/gorgeous-diwali-gift-casket/,1499.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,19067,comment-17922
Name A Star This Diwali,https://www.bookthesurprise.com/surprise/name-a-star-this-diwali/,2099.0,5.0,"Note:- Place an order one week prior to the delivery time. For Orders within one week, please contact us.You Can Upload Your Pictures at the Time of Checkout.",diwali-gifts,Surprise-Gifts,34959,comment-17923
The Lazer Game,https://www.bookthesurprise.com/surprise/the-lazer-game/,999.0,5.0,The ultimate Real-Life Laser Gaming Experience. It’s like having a laser arena right in your own backyard!,experience-presents-in-hyderabad,Party-Surprises,18092,comment-10753
Blow Me Balloon Gift Box,https://www.bookthesurprise.com/surprise/blow-me-balloon-gift-box/,1099.0,5.0,"The writing on the box will make the recipient curious and eager to quickly open the box. Once the ribbon is opened and the lid removed, the flaps of the box fall to the sides revealing a sweet sweet surprise! On one side of the box is a lovely personalised message which we will print on the box once you send us. The opposite side can be filled with photos, again sent by you. There will be a cute little teddy sitting inside the box with tiny balloons. A customised and cutesy way of surprising a special one on Birthday! You can choose the colour of the box.",experience-presents-in-hyderabad,Party-Surprises,18102,comment-10877
